id,name,weight,measure,k
11918,"Peppers, sweet, red, frozen, chopped, boiled, drained, without salt",135,"1.0 cup, chopped or strips",4.6
19042,"Snacks, potato chips, barbecue-flavor",28.35,1.0 oz,4.6
18337,"Puff pastry, frozen, ready-to-bake",28.35,1.0 oz,4.6
11963,"Nopales, raw",86,"1.0 cup, sliced",4.6
21247,"WENDY'S, french fries",71,1.0 kid's meal Serving,4.5
5098,"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",116,1.0 thigh without skin,4.5
22973,"Corn dogs, frozen, prepared",78,1.0 corndog,4.5
9143,"Guava sauce, cooked",238,1.0 cup,4.5
5094,"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",137,1.0 thigh with skin,4.5
17030,"Lamb, domestic, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",85,3.0 oz,4.5
17225,"Lamb, ground, cooked, broiled",85,3.0 oz,4.5
9262,"Pear nectar, canned, without added ascorbic acid",250,1.0 cup,4.5
22963,"Lean Pockets, Meatballs  &  Mozzarella",128,1.0 each,4.5
3137,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior",28.35,1.0 oz,4.5
9241,"Peaches, canned, heavy syrup pack, solids and liquids",262,1.0 cup,4.5
43572,"Popcorn, microwave, low fat and sodium",28.35,1.0 oz,4.5
22912,"Spaghetti, with meatballs in tomato sauce, canned",246,1.0 cup,4.4
3842,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, with iron, liquid concentrate",31.4,1.0 fl oz,4.4
3952,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, liquid concentrate",31.4,1.0 fl oz,4.4
9181,"Melons, cantaloupe, raw",177,"1.0 cup, balls",4.4
21421,"KFC, Crispy Chicken Strips",47,1.0 strip,4.4
33862,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Newborn, powder",9.6,1.0 scoop,4.4
20005,"Barley, pearled, raw",200,1.0 cup,4.4
11517,"Sweet potato, frozen, cooked, baked, without salt",176,"1.0 cup, cubes",4.4
18324,"Pie, pecan, commercially prepared",28.35,1.0 oz,4.4
9263,"Persimmons, japanese, raw",168,"1.0 fruit (2-1/2"" dia)",4.4
18362,"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",28.35,1.0 oz,4.4
18159,"Cookies, chocolate chip, commercially prepared, regular, higher fat, enriched",12.9,1.0 cookie,4.3
5126,"Chicken, stewing, meat only, cooked, stewed",140,"1.0 cup, chopped or diced",4.3
9320,"Strawberries, frozen, sweetened, sliced",255,"1.0 cup, thawed",4.3
17101,"Veal, leg (top round), separable lean only, cooked, pan-fried, breaded",85,3.0 oz,4.3
17096,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",85,3.0 oz,4.3
35195,"Cattail, Narrow Leaf Shoots (Northern Plains Indians)",19,1.0 shoot,4.3
5096,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",149,1.0 thigh without skin,4.3
13166,"USDA Commodity, beef, canned",45,1.0 serving,4.3
33866,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Toddler, LIPIL, powder",9.6,1.0 scoop,4.3
21488,"Fast foods, quesadilla, with chicken",180,1.0 each quesadilla,4.3
16117,"Soy flour, defatted",105,1.0 cup,4.3
11475,"Squash, summer, scallop, raw",130,1.0 cup slices,4.3
9139,"Guavas, common, raw",165,1.0 cup,4.3
9240,"Peaches, canned, light syrup pack, solids and liquids",251,"1.0 cup, halves or slices",4.3
21605,"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked",129,1.0 slice per 1/10 pizza,4.3
1070,"Dessert topping, powdered",43,1.5 oz,4.3
9183,"Melons, casaba, raw",170,"1.0 cup, cubes",4.2
9238,"Peaches, canned, juice pack, solids and liquids",250,1.0 cup,4.2
17102,"Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",85,3.0 oz,4.2
17097,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",85,3.0 oz,4.2
22908,"Beef, corned beef hash, with potato, canned",236,1.0 cup,4.2
3867,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",9.4,1.0 scoop,4.2
33872,"Infant formula, GERBER, GOOD START 2 SOY, with iron, powder",9.4,1.0 scoop,4.2
36037,"Restaurant, family style, chili with meat and beans",136,1.0 cup,4.2
21610,"School Lunch, chicken patty, whole grain breaded",86,1.0 patty,4.2
11934,"Potatoes, mashed, home-prepared, whole milk and butter added",210,1.0 cup,4.2
12538,"Seeds, sunflower seed kernels, oil roasted, with salt added",135,1.0 cup,4.2
12038,"Seeds, sunflower seed kernels, oil roasted, without salt",135,1.0 cup,4.2
6426,"Soup, chili beef, canned, prepared with equal volume water",261,1.0 cup,4.2
21121,"Fast foods, roast beef sandwich, plain",149,1.0 sandwich,4.2
19033,"Snacks, GENERAL MILLS, CHEX MIX, traditional flavor",28.35,1.0 oz,4.2
17077,"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, cooked, broiled",85,3.0 oz,4.2
9237,"Peaches, canned, water pack, solids and liquids",244,"1.0 cup, halves or slices",4.1
25039,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",60,1.0 bar,4.1
4023,"Salad dressing, thousand island dressing, reduced fat",15,1.0 tablespoon,4.1
9243,"Peaches, spiced, canned, heavy syrup pack, solids and liquids",242,"1.0 cup, whole",4.1
18932,"Waffles, buttermilk, frozen, ready-to-heat",39,"1.0 waffle, square",4.1
25053,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET & SALTY NUT, peanut",35,1.0 bar,4.1
9513,"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",227,1.0 cup,4.1
17024,"Lamb, domestic, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",85,3.0 oz,4.1
27047,"Sauce, salsa, verde, ready-to-serve",30,2.0 Tbsp,4.1
11467,"Squash, summer, crookneck and straightneck, raw",127,1.0 cup sliced,4.1
1043,"Cheese, pasteurized process, pimento",140,"1.0 cup, diced",4.1
18173,"Cookies, graham crackers, plain or honey (includes cinnamon)",28.35,1.0 oz,4.1
5091,"Chicken, broilers or fryers, thigh, meat and skin, raw",193,1.0 thigh with skin,4.1
20004,"Barley, hulled",184,1.0 cup,4
18940,"Muffin, blueberry, commercially prepared, low-fat",71,1.0 muffin small,4
22522,"Pasta with Sliced Franks in Tomato Sauce, canned entree",252,1.0 serving (1 cup),4
6359,"Soup, tomato, canned, prepared with equal volume low fat (2%) milk",252,1.0 serving 1 cup,4
9032,"Apricots, dried, sulfured, uncooked",130,"1.0 cup, halves",4
9236,"Peaches, yellow, raw",154,1.0 cup slices,4
33877,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, powder",8.7,1.0 scoop,4
3980,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, powder",8.7,1.0 scoop,4
33863,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder",8.7,1.0 scoop,4
17025,"Lamb, domestic, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",85,3.0 oz,4
6025,"Soup, chicken vegetable, canned, condensed",121,0.5 cup,4
4686,"Salad dressing, honey mustard dressing, reduced calorie",30,2.0 tbsp (1 serving),4
11479,"Squash, summer, zucchini, includes skin, frozen, unprepared",95,0.33 package (10 oz),4
9087,"Dates, deglet noor",147,"1.0 cup, chopped",4
42193,"Salad Dressing, mayonnaise-like, fat-free",16,1.0 tbsp,4
33871,"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, powder, with ARA and DHA",9.6,1.0 scoop,3.9
5622,"Emu, ground, cooked, pan-broiled",109,1.0 patty (yield from 135.8 g raw meat),3.9
25041,"Snacks, granola bar, KASHI TLC Bar, crunchy, mixed flavors",40,2.0 bar,3.9
18248,"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",40,1.0 donut,3.9
5012,"Chicken, broilers or fryers, meat only, cooked, fried",140,"1.0 cup, chopped or diced",3.9
11134,"Cassava, raw",206,1.0 cup,3.9
43595,"Breakfast bar, corn flake crust with fruit",28.35,1.0 oz,3.9
17006,"Lamb, domestic, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, cooked",85,3.0 oz,3.9
17038,"Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",85,3.0 oz,3.9
17002,"Lamb, domestic, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",85,3.0 oz,3.9
14250,"Beverages, AMBER, hard cider",355,12.0 fl oz,3.9
3999,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA",9.5,1.0 scoop,3.9
11975,"Grape leaves, canned",4,1.0 leaf,3.9
16225,"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",243,1.0 cup,3.9
3849,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, with iron, powder, with ARA and DHA",9.4,1.0 scoop,3.9
9081,"Cranberry sauce, canned, sweetened",277,1.0 cup,3.9
15088,"Fish, sardine, Atlantic, canned in oil, drained solids with bone",149,"1.0 cup, drained",3.9
6956,"Soup, tomato, canned, condensed, reduced sodium",121,1.0 serving 1/2 cup,3.9
6063,"Soup, tomato rice, canned, condensed",129,0.5 cup (4 fl oz),3.9
25024,"Pretzels, soft, unsalted",143,1.0 large,3.9
43109,"Pretzels, soft",143,1.0 large,3.9
33869,"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, powder",9.4,1.0 scoop,3.9
33867,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder",9.4,1.0 scoop,3.9
1072,"Dessert topping, pressurized",70,1.0 cup,3.8
1046,"Cheese food, pasteurized process, American, vitamin D fortified",113,1.0 cup,3.8
3814,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, powder, not reconstituted",9.6,1.0 scoop,3.8
19064,"Candies, TOOTSIE ROLL, chocolate-flavor roll",40,1.0 serving 6 pieces,3.8
1053,"Cream, fluid, heavy whipping",120,"1.0 cup, whipped",3.8
36602,"Restaurant, Chinese, fried rice, without meat",137,1.0 cup,3.8
5141,"Duck, domesticated, meat only, raw",137,1.0 unit (yield from 1 lb ready-to-cook duck),3.8
17042,"Lamb, domestic, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",85,3.0 oz,3.8
21107,"Fast foods, hamburger; single, regular patty; plain",78,1.0 sandwich,3.8
21089,"Fast foods, cheeseburger; single, regular patty; plain",91,1.0 sandwich,3.8
19014,"Snacks, fruit leather, rolls",21,1.0 large,3.8
12142,"Nuts, pecans",109,"1.0 cup, chopped",3.8
9317,"Strawberries, canned, heavy syrup pack, solids and liquids",254,1.0 cup,3.8
18228,"Crackers, saltines (includes oyster, soda, soup)",14.9,5.0 crackers,3.8
11861,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt",90,0.5 cup slices,3.8
11657,"Potatoes, mashed, home-prepared, whole milk added",210,1.0 cup,3.8
43275,"Cheese, pasteurized process, American, low fat",140,"1.0 cup, diced",3.8
18934,"Waffle, buttermilk, frozen, ready-to-heat, microwaved",35,1.0 waffle,3.8
18139,"Cake, white, prepared from recipe without frosting",74,"1.0 piece (1/12 of 9"" dia)",3.8
19823,"Potato chips, without salt, reduced fat",28.35,1.0 oz,3.8
19422,"Snacks, potato chips, reduced fat",28.35,1.0 oz,3.8
9226,"Papayas, raw",145,"1.0 cup 1"" pieces",3.8
5071,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",130,1.0 drumstick  with skin,3.8
2030,"Spices, pepper, black",2.3,"1.0 tsp, ground",3.8
16372,"Lima beans, large, mature seeds, cooked, boiled, with salt",188,1.0 cup,3.8
16072,"Lima beans, large, mature seeds, cooked, boiled, without salt",188,1.0 cup,3.8
33873,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, AA LIPIL, powder, not reconstituted",9.4,1.0 scoop,3.8
18082,"Bread stuffing, bread, dry mix, prepared",28.35,1.0 oz,3.7
18326,"Pie, pumpkin, commercially prepared",28.35,1.0 oz,3.7
19026,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",28.35,1.0 oz,3.7
17053,"Lamb, domestic, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",85,3.0 oz,3.7
17060,"Lamb, domestic, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",85,3.0 oz,3.7
2023,"Spices, marjoram, dried",0.6,1.0 tsp,3.7
9516,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",233,1.0 cup,3.7
6559,"Soup, tomato, canned, prepared with equal volume water, commercial",248,1.0 serving 1 cup,3.7
6964,"Soup, tomato, low sodium, with water",248,1.0 serving 1 cup,3.7
22978,"Chicken tenders, breaded, frozen, prepared",21,1.0 piece,3.7
43598,"Mayonnaise dressing, no cholesterol",15,1.0 tbsp,3.7
4030,"Sandwich spread, with chopped pickle, regular, unspecified oils",15,1.0 tablespoon,3.7
6463,"Soup, tomato rice, canned, prepared with equal volume water",247,1.0 cup,3.7
18283,"Muffins, oat bran",28.35,1.0 oz,3.7
32012,"Pizza rolls, frozen, unprepared",80,1.0 serving 6 rolls,3.7
20142,"Teff, uncooked",193,1.0 cup,3.7
33868,"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, powder",9.4,1.0 scoop,3.7
42136,"Cream substitute, powdered, light",94,1.0 cup,3.7
3858,"Infant formula, ABBOTT NUTRITION, SIMILAC, low iron, powder, not reconstituted",8.7,1.0 scoop,3.7
5746,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",85,3.0 oz,3.7
20071,"Wheat, hard red spring",192,1.0 cup,3.6
20072,"Wheat, hard red winter",192,1.0 cup,3.6
20074,"Wheat, hard white",192,1.0 cup,3.6
33864,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, Liquid concentrate, not reconstituted",31.4,1.0 fl oz,3.6
33865,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, Liquid concentrate, not reconstituted",31.4,1.0 fl oz,3.6
43398,"Cheese, pasteurized process, cheddar or American, low sodium",140,"1.0 cup, diced",3.6
18949,"Crackers, whole-wheat, reduced fat",29,1.0 serving,3.6
3941,"Infant formula, PBM PRODUCTS, store brand, soy, powder",8.7,1.0 scoop,3.6
35237,"Tamales, masa and pork filling (Hopi)",113,4.0 oz,3.6
3938,"Infant formula, PBM PRODUCTS, store brand, powder",8.4,1.0 scoop,3.6
11917,"Peppers, sweet, red, frozen, chopped, unprepared",95,0.33 package (10 oz),3.6
42138,"Mayonnaise, reduced-calorie or diet, cholesterol-free",14.6,1.0 tbsp,3.6
43027,"Jellies, no sugar (with sodium saccharin), any flavors",300,1.0 cup,3.6
3838,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, with iron, powder, not reconstituted, with ARA and DHA",9,1.0 scoop,3.6
18014,"Biscuits, plain or buttermilk, refrigerated dough, higher fat",58,1.0 biscuit,3.6
9066,"Cherries, sour, red, canned, heavy syrup pack, solids and liquids",256,1.0 cup,3.6
21012,"Fast foods, croissant, with egg, cheese, and bacon",128,1.0 item,3.6
21305,"Fast foods, griddle cake sandwich, egg, cheese, and sausage",199,1.0 item,3.6
43329,"Salad dressing, mayonnaise and mayonnaise-type, low calorie",14.5,1.0 tbsp,3.6
3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5,1.0 scoop,3.6
3853,"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, powder, not reconstituted",8.5,1.0 scoop,3.6
3837,"Infant formula, ABBOTT NUTRITION, SIMILAC, PM 60/40, powder not reconstituted",8.7,1.0 scoop,3.6
15235,"Fish, catfish, channel, farmed, cooked, dry heat",143,1.0 fillet,3.6
3913,"Infant formula, NESTLE, GOOD START 2 ESSENTIALS, with iron, powder",9.4,1.0 scoop,3.6
33870,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soy, Toddler, LIPIL, powder",9.4,1.0 scoop,3.6
3827,"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE LIPIL, with iron, powder, with ARA and DHA",8.5,1.0 scoop,3.6
3869,"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, with iron, powder, not reconstituted",8.5,1.0 scoop,3.6
17012,"Lamb, domestic, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",85,3.0 oz,3.6
3802,"Infant formula, NESTLE, GOOD START SUPREME, with iron, powder",8.7,1.0 scoop,3.6
20131,Barley malt flour,162,1.0 cup,3.6
1011,"Cheese, colby",132,"1.0 cup, diced",3.6
1169,"Cheese, low-sodium, cheddar or colby",132,"1.0 cup, diced",3.6
3943,"Infant formula, MEAD JOHNSON, ENFAMIL, AR LIPIL, powder, with ARA and DHA",8.7,1.0 scoop,3.6
19039,"Snacks, popcorn, caramel-coated, without peanuts",28.35,1.0 oz,3.5
3929,"Infant formula, MEAD JOHNSON, NEXT STEP PROSOBEE, powder, not reconstituted",9.3,1.0 scoop,3.5
9073,"Cherries, sweet, canned, light syrup pack, solids and liquids",252,"1.0 cup, pitted",3.5
3852,"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE LIPIL, with iron, powder, not reconstituted, with ARA and DHA",8.8,1.0 scoop,3.5
3826,"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE, with iron, powder, not reconstituted",8.8,1.0 scoop,3.5
5680,"Chicken, dark meat, drumstick, meat only, with added solution, cooked, braised",95,1.0 drumstick without skin,3.5
9072,"Cherries, sweet, canned, juice pack, solids and liquids",250,"1.0 cup, pitted",3.5
18933,"Waffle, buttermilk, frozen, ready-to-heat, toasted",28,1.0 oz,3.5
5687,"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",106,1.0 drumstick with skin,3.5
28287,"Bread, naan, whole wheat, commercially prepared, refrigerated",106,1.0 piece,3.5
9502,"Apples, raw, granny smith, with skin",109,"1.0 cup, sliced",3.5
22972,Pulled pork in barbecue sauce,249,1.0 cup,3.5
3808,"Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, with iron, powder, with ARA and DHA",8.5,1.0 scoop,3.5
5052,"Chicken, broilers or fryers, back, meat and skin, cooked, stewed",85,3.0 oz,3.5
21307,"Fast foods, griddle cake sandwich, egg, cheese, and bacon",174,1.0 item 6.1 oz,3.5
21388,"Fast foods, miniature cinnamon rolls",25,1.0 each,3.5
3966,"Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, liquid concentrate",29.2,1.0 fl oz,3.5
9071,"Cherries, sweet, canned, water pack, solids and liquids",248,"1.0 cup, pitted",3.5
28312,"Rolls, hamburger or hot dog, wheat/cracked wheat",51,1.0 roll,3.5
11400,"Potatoes, frozen, whole, unprepared",182,1.0 cup,3.5
43355,"Mayonnaise, low sodium, low calorie or diet",14,1.0 tbsp,3.5
12536,"Seeds, sunflower seed kernels from shell, dry roasted, with salt added",128,1.0 cup,3.5
12037,"Seeds, sunflower seed kernels, dry roasted, without salt",128,1.0 cup,3.5
12537,"Seeds, sunflower seed kernels, dry roasted, with salt added",128,1.0 cup,3.5
18364,"Tortillas, ready-to-bake or -fry, flour, refrigerated",48,1.0 tortilla,3.5
11601,"Yam, raw",150,"1.0 cup, cubes",3.4
11954,"Tomatillos, raw",34,1.0 medium,3.4
1020,"Cheese, fontina",132,"1.0 cup, diced",3.4
16118,"Soy flour, low-fat",88,"1.0 cup, stirred",3.4
15002,"Fish, anchovy, european, canned in oil, drained solids",28.35,"1.0 oz, boneless",3.4
36415,"Restaurant, Latino, arepa (unleavened cornmeal bread)",98,1.0 piece,3.4
6528,"Soup, chicken noodle, dry, mix, prepared with water",245,1.0 cup,3.4
9064,"Cherries, sour, red, canned, water pack, solids and liquids (includes USDA commodity red tart cherries, canned)",244,1.0 cup,3.4
4026,"Salad dressing, mayonnaise, soybean and safflower oil, with salt",13.8,1.0 tablespoon,3.4
3928,"Infant formula, NESTLE, GOOD START ESSENTIALS SOY, with iron, powder",8.5,1.0 scoop,3.4
18336,"Pie crust, standard-type, prepared from recipe, baked",23,"1.0 piece (1/8 of 9"" crust)",3.4
3809,"Infant formula, MEAD JOHNSON, ENFAMIL, low iron, powder, not reconstituted",8.3,1.0 scoop,3.4
3805,"Infant formula, MEAD JOHNSON, ENFAMIL, with iron, powder",8.3,1.0 scoop,3.4
11641,"Squash, summer, all varieties, raw",113,"1.0 cup, sliced",3.4
